id,start_x,start_y,end_x,end_y,length,wkt
99,327853.03976609866,2793859.285320793,327860.35248748085,2793843.328272109,17.552871466333187,"LINESTRING (327853.03976609866 2793859.285320793, 327860.35248748085 2793843.328272109)"
100,327853.03976609866,2793859.285320793,327940.1231239974,2793814.6508611017,97.855741859333,"LINESTRING (327853.03976609866 2793859.285320793, 327940.1231239974 2793814.6508611017)"
101,327841.3826196069,2793881.4017632375,327853.03976609866,2793859.285320793,26.421822152327394,"LINESTRING (327841.3826196069 2793881.4017632375, 327841.2941613707 2793876.8275987986, 327842.2142942059 2793872.3402977395, 327844.0853999588 2793868.162157558, 327846.81935845595 2793864.493707842, 327853.03976609866 2793859.285320793)"
102,328569.4663897064,2794204.551902291,328574.70809815975,2794201.6051258747,6.0132352986209066,"LINESTRING (328569.4663897064 2794204.551902291, 328574.70809815975 2794201.6051258747)"
103,328569.4663897064,2794204.551902291,328573.6470419535,2794212.4751637494,8.9585671483369,"LINESTRING (328569.4663897064 2794204.551902291, 328573.6470419535 2794212.4751637494)"
104,328569.4663897064,2794204.551902291,328560.1335021999,2794209.81049709,10.71240442070793,"LINESTRING (328569.4663897064 2794204.551902291, 328560.1335021999 2794209.81049709)"
105,328569.4663897064,2794204.551902291,328567.5361247185,2794200.898430692,4.132042793502718,"LINESTRING (328569.4663897064 2794204.551902291, 328567.5361247185 2794200.898430692)"
106,328136.2005593759,2794207.0278252885,328163.69573075394,2794191.3018625295,31.674758938370214,"LINESTRING (328136.2005593759 2794207.0278252885, 328163.69573075394 2794191.3018625295)"
107,328136.2005593759,2794207.0278252885,328154.0869330319,2794224.780358803,25.200690640251903,"LINESTRING (328136.2005593759 2794207.0278252885, 328154.0869330319 2794224.780358803)"
108,328136.2005593759,2794207.0278252885,328122.54348547664,2794193.874382746,18.96124252812519,"LINESTRING (328136.2005593759 2794207.0278252885, 328122.54348547664 2794193.874382746)"
109,328249.8443600722,2794145.362875176,328286.19553891034,2794124.0963932658,42.11497899518113,"LINESTRING (328249.8443600722 2794145.362875176, 328286.19553891034 2794124.0963932658)"
110,328249.8443600722,2794145.362875176,328243.5686896505,2794148.5998687567,7.061314798449602,"LINESTRING (328249.8443600722 2794145.362875176, 328243.5686896505 2794148.5998687567)"
